set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	text	normalized	boundary	missed	kind_expected	kind_ok	role_ok	source_ok	context	cr_ref	structure_tags	norm_issue	disposition	annotator	note
atq	299ea6dd-79eb-4c25-a05d-ff6fcad663cf	Obelisk of Undoing	Artifact	0		0	0	1	activated_ability	ability	printed		{6}, {T}: Return target permanent you both own and control to your hand.	{M}, {M}: Return target permanent you both own and control to your hand.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	598f948b-bdd3-490f-b3e9-f0f9dc470522	Onulet	Artifact Creature — Construct	0		0	0	1	triggered_ability	ability	printed		When this creature dies, you gain 2 life.	When ~ dies, you gain N life.	ok	0	triggered_ability	yes	yes	yes	none				accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	0ec58835-de2d-4064-89a9-f92db80bc276	Orcish Mechanics	Creature — Orc	0		0	0	1	activated_ability	ability	printed		{T}, Sacrifice an artifact: This creature deals 2 damage to any target.	{M}, Sacrifice an artifact: ~ deals N damage to any target.	ok	0	activated_ability	yes	yes	yes	none		nonmana_cost	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	a3a98bc9-caa0-49b7-951c-fe4e4f54e4ba	Ornithopter	Artifact Creature — Thopter	0		0	0	1	keyword_ability	ability	printed		Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	702.9	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	407a0761-7ccc-4607-8df6-e744d30a81a0	Phyrexian Gremlins	Creature — Phyrexian Gremlin	0		0	0	1	spell_or_static_text	ability	printed		You may choose not to untap this creature during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none		optional_untap_static		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	407a0761-7ccc-4607-8df6-e744d30a81a0	Phyrexian Gremlins	Creature — Phyrexian Gremlin	1		0	0	2	activated_ability	ability	printed		{T}: Tap target artifact. It doesn't untap during its controller's untap step for as long as this creature remains tapped.	{M}: Tap target artifact. It doesn't untap during its controller's untap step for as long as ~ remains tapped.	ok	0	activated_ability	yes	yes	yes	none		duration_conditional;multi_sentence	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	9a8c8d52-1701-4ae0-9d2d-cce4e476673b	Power Artifact	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant artifact	Enchant artifact	ok	0	keyword_ability	yes	yes	yes	cr	702.5	keyword	fragmentation:object_type	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	9a8c8d52-1701-4ae0-9d2d-cce4e476673b	Power Artifact	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted artifact's activated abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.	Enchanted artifact's activated abilities cost {M} less to activate. This effect can't reduce the mana in that cost to less than one mana.	ok	0	spell_or_static_text	yes	yes	yes	none		cost_modification;multi_sentence		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	877d42be-f74d-4521-87b7-bb59824d0acc	Powerleech	Enchantment	0		0	0	1	triggered_ability	ability	printed		Whenever an artifact an opponent controls becomes tapped or an opponent activates an artifact's ability without {T} in its activation cost, you gain 1 life.	Whenever an artifact an opponent controls becomes tapped or an opponent activates an artifact's ability without {M} in its activation cost, you gain N life.	ok	0	triggered_ability	yes	yes	yes	none		compound_trigger_event;cost_symbol_in_condition	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	'{T}' appears inside the trigger condition, not as a cost; the tap_as_mana flag here is a false positive of the regex.
atq	cb6465f9-dcf8-4258-aa18-661ad252b58b	Priest of Yawgmoth	Creature — Phyrexian Human Cleric	0		0	0	1	activated_ability	ability	printed		{T}, Sacrifice an artifact: Add an amount of {B} equal to the sacrificed artifact's mana value.	{M}, Sacrifice an artifact: Add an amount of {M} equal to the sacrificed artifact's mana value.	ok	0	activated_ability	yes	yes	yes	none	605.1a	mana_ability;sacrifice_cost	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	dccf2ca8-8c87-41c9-8373-351859396d05	Primal Clay	Artifact Creature — Shapeshifter	0		0	0	1	replacement_effect	ability	printed		As this creature enters, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types.	As ~ enters, it becomes your choice of a N/N artifact creature, a N/N artifact creature with flying, or a N/N Wall artifact creature with defender in addition to its other types.	ok	0	replacement_effect	yes	yes	yes	none	614.1c	choice_of_characteristics;enters_replacement		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	193c1671-328e-4f9c-836e-055f46c3aab0	Rakalite	Artifact	0		0	0	1	activated_ability	ability	printed		{2}: Prevent the next 1 damage that would be dealt to any target this turn.	{M}: Prevent the next N damage that would be dealt to any target this turn.	ok	0	activated_ability	yes	yes	yes	none	603.7a	delayed_trigger_parent;prevention_in_effect		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	193c1671-328e-4f9c-836e-055f46c3aab0	Rakalite	Artifact	1	0	1	0	1	triggered_ability	delayed_trigger	printed		Return this artifact to its owner's hand at the beginning of the next end step.	Return ~ to its owner's hand at the beginning of the next end step.	ok	0	triggered_ability	yes	yes	yes	cr	603.7a;603.7e	delayed_trigger_inverted		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	ad8fb78b-5ca5-4ef1-8c68-ee57d1e32fec	Reconstruction	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Return target artifact card from your graveyard to your hand.	Return target artifact card from your graveyard to your hand.	ok	0	spell_or_static_text	yes	yes	yes	none				accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	c7076e2c-81f1-44ad-a4dd-45a01802d364	Reverse Polarity	Instant	0		0	0	1	spell_or_static_text	ability	printed		You gain X life, where X is twice the damage dealt to you so far this turn by artifacts.	You gain X life, where X is twice the damage dealt to you so far this turn by artifacts.	ok	0	spell_or_static_text	yes	yes	yes	none				accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	11720db4-5b6b-49ba-bf31-4d944921d6f1	Rocket Launcher	Artifact	0		0	0	1	activated_ability	ability	printed		{2}: This artifact deals 1 damage to any target. Activate only if you've controlled this artifact continuously since the beginning of your most recent turn.	{M}: ~ deals N damage to any target. Activate only if you've controlled ~ continuously since the beginning of your most recent turn.	ok	0	activated_ability	yes	yes	yes	cr	602.1b;603.7a	activation_instruction;delayed_trigger_parent;multi_sentence;noncontiguous_parent		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Parent span is non-contiguous: the delayed sentence sat between the effect and the activation instruction; the parent text now joins sentences 1 and 3. Boundary accepted (span = one ability minus its child) but the export cannot express the gap - flag for T2/T8.
atq	11720db4-5b6b-49ba-bf31-4d944921d6f1	Rocket Launcher	Artifact	1	0	1	0	1	triggered_ability	delayed_trigger	printed		Destroy this artifact at the beginning of the next end step.	Destroy ~ at the beginning of the next end step.	ok	0	triggered_ability	yes	yes	yes	cr	603.7a;603.7e	delayed_trigger_inverted		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Ruling: destroyed at end of any turn in which the ability resolved; delayed trigger per activation.
atq	f34be3cc-ff47-4415-a6a8-ed142891dc0c	Sage of Lat-Nam	Creature — Human Artificer	0		0	0	1	activated_ability	ability	printed		{T}, Sacrifice an artifact: Draw a card.	{M}, Sacrifice an artifact: Draw a card.	ok	0	activated_ability	yes	yes	yes	none		nonmana_cost	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	82a6d89d-9215-4540-b7d5-26cdd6afb05b	Shapeshifter	Artifact Creature — Shapeshifter	0		0	0	1	replacement_effect	ability	printed		As this creature enters, choose a number between 0 and 7.	As ~ enters, choose a number between N and N.	ok	0	replacement_effect	yes	yes	yes	none	614.1c	enters_replacement;remembered_choice		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	82a6d89d-9215-4540-b7d5-26cdd6afb05b	Shapeshifter	Artifact Creature — Shapeshifter	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, you may choose a number between 0 and 7.	At the beginning of your upkeep, you may choose a number between N and N.	ok	0	triggered_ability	yes	yes	yes	none		optional_choice_trigger;remembered_choice		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	82a6d89d-9215-4540-b7d5-26cdd6afb05b	Shapeshifter	Artifact Creature — Shapeshifter	2		0	0	3	characteristic_defining_ability	ability	printed		Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number.	~'s power is equal to the last chosen number and its toughness is equal to N minus that number.	ok	0	characteristic_defining_ability	yes	yes	yes	type_line	604.3a	cda;remembered_choice;self_reference_name		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	P/T defined by the last chosen number; CDA (604.3a) depending on a remembered choice.
atq	96ce2403-4607-440a-92ae-80aceb458c5d	Shatterstorm	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Destroy all artifacts. They can't be regenerated.	Destroy all artifacts. They can't be regenerated.	ok	0	spell_or_static_text	yes	yes	yes	none		multi_sentence		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	52c53132-146a-4912-8e0f-1d4d9937fff3	Staff of Zegon	Artifact	0		0	0	1	activated_ability	ability	printed		{3}, {T}: Target creature gets -2/-0 until end of turn.	{M}, {M}: Target creature gets -N/-N until end of turn.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	d21a89eb-7c5b-459a-acc7-12b20b13bf79	Strip Mine	Land	0		0	0	1	activated_ability	ability	printed		{T}: Add {C}.	{M}: Add {M}.	ok	0	activated_ability	yes	yes	yes	none	605.1a	mana_ability	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	d21a89eb-7c5b-459a-acc7-12b20b13bf79	Strip Mine	Land	1		0	0	2	activated_ability	ability	printed		{T}, Sacrifice this land: Destroy target land.	{M}, Sacrifice ~: Destroy target land.	ok	0	activated_ability	yes	yes	yes	none		nonmana_cost	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	9a28d53e-c789-47de-8f3e-a251843ac596	Su-Chi	Artifact Creature — Construct	0		0	0	1	triggered_ability	ability	printed		When this creature dies, add {C}{C}{C}{C}.	When ~ dies, add {M}{M}{M}{M}.	ok	0	triggered_ability	yes	yes	yes	none	605.1b	dies_trigger;mana_ability		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Triggered mana ability (605.1b).
atq	691896d7-9894-4845-be1d-08b053897fdb	Tablet of Epityr	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever an artifact you control is put into a graveyard from the battlefield, you may pay {1}. If you do, you gain 1 life.	Whenever an artifact you control is put into a graveyard from the battlefield, you may pay {M}. If you do, you gain N life.	ok	0	triggered_ability	yes	yes	yes	none		multi_sentence;optional_payment		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	05f20087-416f-4928-a0ab-6d0d2ca2ad05	Tawnos's Coffin	Artifact	0		0	0	1	spell_or_static_text	ability	printed		You may choose not to untap this artifact during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none		optional_untap_static		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	05f20087-416f-4928-a0ab-6d0d2ca2ad05	Tawnos's Coffin	Artifact	1		0	0	2	activated_ability	ability	printed		{3}, {T}: Exile target creature and all Auras attached to it. Note the number and kind of counters that were on that creature. When this artifact leaves the battlefield or becomes untapped, return that exiled card to the battlefield under its owner's control tapped with the noted number and kind of counters on it. If you do, return the other exiled cards to the battlefield under their owner's control attached to that permanent.	{M}, {M}: Exile target creature and all Auras attached to it. Note the number and kind of counters that were on that creature. When ~ leaves the battlefield or becomes untapped, return that exiled card to the battlefield under its owner's control tapped with the noted number and kind of counters on it. If you do, return the other exiled cards to the battlefield under their owner's control attached to that permanent.	under	1	activated_ability	yes	yes	yes	cr	603.7a;603.7e	delayed_trigger_when_unscoped;instead_free;multi_sentence;remembered_choice	collision:tap_as_mana	defect	fable-pass1;fork-pass2;adjudicated-2026-08-26	'When this artifact leaves the battlefield or becomes untapped, return ...' (+ its 'If you do' sentence) is a delayed trigger created on resolution (ruling: 'its delayed triggered ability'); unscoped When, outside P-ARN-2, same class as Animate Dead (F2).
atq	2138533a-d33c-477a-9765-7369d1ec30b0	Tawnos's Wand	Artifact	0		0	0	1	activated_ability	ability	printed		{2}, {T}: Target creature with power 2 or less can't be blocked this turn.	{M}, {M}: Target creature with power N or less can't be blocked this turn.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	f07f98bb-4190-4643-aeb9-c5eaf358c97c	Tawnos's Weaponry	Artifact	0		0	0	1	spell_or_static_text	ability	printed		You may choose not to untap this artifact during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none		optional_untap_static		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	f07f98bb-4190-4643-aeb9-c5eaf358c97c	Tawnos's Weaponry	Artifact	1		0	0	2	activated_ability	ability	printed		{2}, {T}: Target creature gets +1/+1 for as long as this artifact remains tapped.	{M}, {M}: Target creature gets +N/+N for as long as ~ remains tapped.	ok	0	activated_ability	yes	yes	yes	none		duration_conditional	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	85255c26-4e74-4cf0-91a6-78ddba5abdc6	Tetravus	Artifact Creature — Construct	0		0	0	1	keyword_ability	ability	printed		Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	702.9	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	85255c26-4e74-4cf0-91a6-78ddba5abdc6	Tetravus	Artifact Creature — Construct	1		0	0	2	replacement_effect	ability	printed		This creature enters with three +1/+1 counters on it.	~ enters with three +N/+N counters on it.	ok	0	replacement_effect	yes	yes	yes	none	614.1c	enters_replacement		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	85255c26-4e74-4cf0-91a6-78ddba5abdc6	Tetravus	Artifact Creature — Construct	2		0	0	3	triggered_ability	ability	printed		At the beginning of your upkeep, you may remove any number of +1/+1 counters from this creature. If you do, create that many 1/1 colorless Tetravite artifact creature tokens. They each have flying and "This token can't be enchanted."	At the beginning of your upkeep, you may remove any number of +N/+N counters from ~. If you do, create that many N/N colorless Tetravite artifact creature tokens. They each have flying and "[ability]"	ok	0	triggered_ability	yes	yes	yes	none		granted_quoted_parent;multi_sentence;optional_payment;token_with_text		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	85255c26-4e74-4cf0-91a6-78ddba5abdc6	Tetravus	Artifact Creature — Construct	3	2	1	0	3	spell_or_static_text	granted	printed		This token can't be enchanted.	~ can't be enchanted.	ok	0	spell_or_static_text	yes	yes	yes	none	604.1	granted_quoted;token_with_text		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Ability text given to created tokens; 'This token' self-reference form.
atq	85255c26-4e74-4cf0-91a6-78ddba5abdc6	Tetravus	Artifact Creature — Construct	4		0	0	4	triggered_ability	ability	printed		At the beginning of your upkeep, you may exile any number of tokens created with this creature. If you do, put that many +1/+1 counters on this creature.	At the beginning of your upkeep, you may exile any number of tokens created with ~. If you do, put that many +N/+N counters on ~.	ok	0	triggered_ability	yes	yes	yes	none		multi_sentence;optional_payment		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	3d873e1d-4fac-42c4-bb31-77e76099e1ef	The Rack	Artifact	0		0	0	1	replacement_effect	ability	printed		As this artifact enters, choose an opponent.	As ~ enters, choose an opponent.	ok	0	replacement_effect	yes	yes	yes	none	614.1c	enters_replacement;remembered_choice		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	3d873e1d-4fac-42c4-bb31-77e76099e1ef	The Rack	Artifact	1		0	0	2	triggered_ability	ability	printed		At the beginning of the chosen player's upkeep, this artifact deals X damage to that player, where X is 3 minus the number of cards in their hand.	At the beginning of the chosen player's upkeep, ~ deals X damage to that player, where X is N minus the number of cards in their hand.	ok	0	triggered_ability	yes	yes	yes	none		remembered_choice		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	30ac0f06-3dd3-4827-8136-4cf8adbf9b12	Titania's Song	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		Each noncreature artifact loses all abilities and becomes an artifact creature with power and toughness each equal to its mana value. If this enchantment leaves the battlefield, this effect continues until end of turn.	Each noncreature artifact loses all abilities and becomes an artifact creature with power and toughness each equal to its mana value. If ~ leaves the battlefield, this effect continues until end of turn.	ok	0	spell_or_static_text	yes	yes	yes	none		duration_after_leaving;loses_all_abilities;multi_sentence		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Second sentence is a duration clause of the same static effect.
atq	dbe792f9-22be-4972-b418-99a6190c4421	Transmute Artifact	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Sacrifice an artifact. If you do, search your library for an artifact card. If that card's mana value is less than or equal to the sacrificed artifact's mana value, put it onto the battlefield. If it's greater, you may pay {X}, where X is the difference. If you do, put it onto the battlefield. If you don't, put it into its owner's graveyard. Then shuffle.	Sacrifice an artifact. If you do, search your library for an artifact card. If that card's mana value is less than or equal to the sacrificed artifact's mana value, put it onto the battlefield. If it's greater, you may pay {M}, where X is the difference. If you do, put it onto the battlefield. If you don't, put it into its owner's graveyard. Then shuffle.	ok	0	spell_or_static_text	yes	yes	yes	none		conditional_chain;multi_sentence;one_off_candidate		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	74f67dcf-5afb-45aa-8d4b-3cdb23f6f2a1	Triskelion	Artifact Creature — Construct	0		0	0	1	replacement_effect	ability	printed		This creature enters with three +1/+1 counters on it.	~ enters with three +N/+N counters on it.	ok	0	replacement_effect	yes	yes	yes	none	614.1c	enters_replacement		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	74f67dcf-5afb-45aa-8d4b-3cdb23f6f2a1	Triskelion	Artifact Creature — Construct	1		0	0	2	activated_ability	ability	printed		Remove a +1/+1 counter from this creature: It deals 1 damage to any target.	Remove a +N/+N counter from ~: It deals N damage to any target.	ok	0	activated_ability	yes	yes	yes	none		nonmana_cost		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	1cfeb5c4-a2d0-4872-a907-a6d484be85a5	Urza's Avenger	Artifact Creature — Shapeshifter	0		0	0	1	activated_ability	ability	printed		{0}: This creature gets -1/-1 and gains your choice of banding, flying, first strike, or trample until end of turn.	{M}: ~ gets -N/-N and gains your choice of banding, flying, first strike, or trample until end of turn.	ok	0	activated_ability	yes	yes	yes	none		choice_of_keywords		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	fde25440-1810-46ba-a112-b54091593b66	Urza's Chalice	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever a player casts an artifact spell, you may pay {1}. If you do, you gain 1 life.	Whenever a player casts an artifact spell, you may pay {M}. If you do, you gain N life.	ok	0	triggered_ability	yes	yes	yes	none		multi_sentence;optional_payment		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	33e85a8a-86df-4cdc-a9cc-8cbabe92c3c0	Urza's Mine	Land — Urza's Mine	0		0	0	1	activated_ability	ability	printed		{T}: Add {C}. If you control an Urza's Power-Plant and an Urza's Tower, add {C}{C} instead.	{M}: Add {M}. If you control an Urza's Power-Plant and an Urza's Tower, add {M}{M} instead.	ok	0	activated_ability	yes	yes	yes	none	605.1a	instead_in_activated;mana_ability;multi_sentence;subtype_reference	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Conditional extra mana via 'instead'; activated mana ability; 'an Urza's Mine' is a land-subtype reference, not a name.
atq	57f0c89c-79ad-4786-9497-c7e668620fc0	Urza's Miter	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever an artifact you control is put into a graveyard from the battlefield, if it wasn't sacrificed, you may pay {3}. If you do, draw a card.	Whenever an artifact you control is put into a graveyard from the battlefield, if it wasn't sacrificed, you may pay {M}. If you do, draw a card.	ok	0	triggered_ability	yes	yes	yes	none	603.4	intervening_if;multi_sentence;optional_payment		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	e11966cd-2ee3-4df4-b099-abf42dcdf0db	Urza's Power Plant	Land — Urza's Power-Plant	0		0	0	1	activated_ability	ability	printed		{T}: Add {C}. If you control an Urza's Mine and an Urza's Tower, add {C}{C} instead.	{M}: Add {M}. If you control an Urza's Mine and an Urza's Tower, add {M}{M} instead.	ok	0	activated_ability	yes	yes	yes	none	605.1a	instead_in_activated;mana_ability;multi_sentence;subtype_reference	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Conditional extra mana via 'instead'; activated mana ability; 'an Urza's Mine' is a land-subtype reference, not a name.
atq	32fbb638-ab14-4e8b-a07a-d4c44e3496f2	Urza's Tower	Land — Urza's Tower	0		0	0	1	activated_ability	ability	printed		{T}: Add {C}. If you control an Urza's Mine and an Urza's Power-Plant, add {C}{C}{C} instead.	{M}: Add {M}. If you control an Urza's Mine and an Urza's Power-Plant, add {M}{M}{M} instead.	ok	0	activated_ability	yes	yes	yes	none	605.1a	instead_in_activated;mana_ability;multi_sentence;subtype_reference	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	Conditional extra mana via 'instead'; activated mana ability; 'an Urza's Mine' is a land-subtype reference, not a name.
atq	ed836d84-ff1e-4af8-b4b8-314569b3faec	Wall of Spears	Artifact Creature — Wall	0		0	0	1	keyword_ability	ability	printed		Defender	Defender	ok	0	keyword_ability	yes	yes	yes	cr	702.3	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	ed836d84-ff1e-4af8-b4b8-314569b3faec	Wall of Spears	Artifact Creature — Wall	1		0	0	2	keyword_ability	ability	printed		First strike	First strike	ok	0	keyword_ability	yes	yes	yes	cr	702.7	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	004584f8-fd89-4a3e-9782-c117dbe1532b	Weakstone	Artifact	0		0	0	1	spell_or_static_text	ability	printed		Attacking creatures get -1/-0.	Attacking creatures get -N/-N.	ok	0	spell_or_static_text	yes	yes	yes	none				accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	fb8f80cc-6214-4ab9-a9a9-1873ab9feb0c	Xenic Poltergeist	Creature — Spirit	0		0	0	1	activated_ability	ability	printed		{T}: Until your next upkeep, target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.	{M}: Until your next upkeep, target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.	ok	0	activated_ability	yes	yes	yes	none		animate_effect	collision:tap_as_mana	accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	6c54fc14-2af8-46e8-a4dc-b2a0a88ef2e1	Yawgmoth Demon	Creature — Phyrexian Demon	0		0	0	1	keyword_ability	ability	printed		Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	702.9	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	6c54fc14-2af8-46e8-a4dc-b2a0a88ef2e1	Yawgmoth Demon	Creature — Phyrexian Demon	1		0	0	2	keyword_ability	ability	printed		First strike	First strike	ok	0	keyword_ability	yes	yes	yes	cr	702.7	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	6c54fc14-2af8-46e8-a4dc-b2a0a88ef2e1	Yawgmoth Demon	Creature — Phyrexian Demon	2		0	0	3	triggered_ability	ability	printed		At the beginning of your upkeep, you may sacrifice an artifact. If you don't, tap this creature and it deals 2 damage to you.	At the beginning of your upkeep, you may sacrifice an artifact. If you don't, tap ~ and it deals N damage to you.	ok	0	triggered_ability	yes	yes	yes	none		multi_sentence;optional_payment		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
atq	645571f1-a775-4834-8b79-8852d38c9587	Yotian Soldier	Artifact Creature — Soldier	0		0	0	1	keyword_ability	ability	printed		Vigilance	Vigilance	ok	0	keyword_ability	yes	yes	yes	cr	702.20	keyword		accept	fable-pass1;fork-pass2;adjudicated-2026-08-26	
